,count,mean,std,min,25%,50%,75%,max
raw_data,158864.0,6561.137910413939,5806.869700248487,0.0,1499.0,4786.0,10771.0,22422.0
raw_data.1,2911.0,730.1260735142563,425.18218804968166,0.0,363.5,727.0,1091.0,1546.0
raw_data.2,7876.0,871.5199339766378,612.4049231936273,0.0,393.0,787.0,1181.0,2600.0
