Column,Unique_Count,Top_Value
probeta,30,H22B
unnamed:_1,2847,1.43126821517944
unnamed:_2,2850,0.593888864386827
unnamed:_3,2851,Time
unnamed:_4,2843,-0.0424149038735777
unnamed:_5,2850,0.00280239896710555
unnamed:_6,2850,0.006748737095304852
unnamed:_7,2847,0.05504877750690154
unnamed:_8,2850,0.000112095958684222
